# http://localhost:2811 --workers 10 --output-dir shinylogs/run1
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":0.0,"logLevel":"WARN","outputDir":"shinylogs/run1","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
8,8,0,PLAYER_SESSION_CREATE,1586523176023,0,
8,8,0,REQ_HOME_START,1586523176023,4,
8,8,0,REQ_HOME_END,1586523196839,4,
8,8,0,WS_OPEN_START,1586523196839,5,
8,8,0,WS_OPEN_END,1586523201084,5,
8,8,0,WS_RECV_INIT_START,1586523201084,6,
8,8,0,WS_RECV_INIT_END,1586523205753,6,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523205754,7,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523206237,7,
8,8,0,WS_SEND_START,1586523206238,7,
8,8,0,WS_SEND_END,1586523206238,7,
8,8,0,WS_RECV_START,1586523206238,8,
8,8,0,WS_RECV_END,1586523207367,8,
8,8,0,WS_RECV_START,1586523207367,9,
8,8,0,WS_RECV_END,1586523207526,9,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523207526,10,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523208875,10,
8,8,0,WS_SEND_START,1586523208875,10,
8,8,0,WS_SEND_END,1586523208875,10,
8,8,0,WS_RECV_START,1586523208875,11,
8,8,0,WS_RECV_END,1586523209164,11,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523209164,12,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523209742,12,
8,8,0,WS_SEND_START,1586523209742,12,
8,8,0,WS_SEND_END,1586523209742,12,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523209742,13,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523209903,13,
8,8,0,WS_SEND_START,1586523209903,13,
8,8,0,WS_SEND_END,1586523209903,13,
8,8,0,WS_RECV_START,1586523209903,14,
8,8,0,WS_RECV_END,1586523209945,14,
8,8,0,WS_RECV_START,1586523209945,15,
8,8,0,WS_RECV_END,1586523210127,15,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523210127,16,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523211884,16,
8,8,0,WS_SEND_START,1586523211884,16,
8,8,0,WS_SEND_END,1586523211884,16,
8,8,0,WS_RECV_START,1586523211884,17,
8,8,0,WS_RECV_END,1586523212058,17,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523212058,18,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217531,18,
8,8,0,WS_SEND_START,1586523217532,18,
8,8,0,WS_SEND_END,1586523217532,18,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217532,19,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217570,19,
8,8,0,WS_SEND_START,1586523217570,19,
8,8,0,WS_SEND_END,1586523217570,19,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217570,20,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217574,20,
8,8,0,WS_SEND_START,1586523217574,20,
8,8,0,WS_SEND_END,1586523217574,20,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217574,21,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217594,21,
8,8,0,WS_SEND_START,1586523217594,21,
8,8,0,WS_SEND_END,1586523217594,21,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217594,22,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217605,22,
8,8,0,WS_SEND_START,1586523217606,22,
8,8,0,WS_SEND_END,1586523217606,22,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217606,23,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217614,23,
8,8,0,WS_SEND_START,1586523217614,23,
8,8,0,WS_SEND_END,1586523217614,23,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217614,24,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217619,24,
8,8,0,WS_SEND_START,1586523217619,24,
8,8,0,WS_SEND_END,1586523217619,24,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217619,25,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217637,25,
8,8,0,WS_SEND_START,1586523217637,25,
8,8,0,WS_SEND_END,1586523217637,25,
8,8,0,PLAYBACK_SLEEPBEFORE_START,1586523217637,26,
8,8,0,PLAYBACK_SLEEPBEFORE_END,1586523217650,26,
