# http://localhost:2811 --workers 10 --output-dir shinylogs/run1
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":0.0,"logLevel":"WARN","outputDir":"shinylogs/run1","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
3,3,0,PLAYER_SESSION_CREATE,1586523162047,0,
3,3,0,REQ_HOME_START,1586523162047,4,
3,3,0,REQ_HOME_END,1586523162184,4,
3,3,0,WS_OPEN_START,1586523162184,5,
3,3,0,WS_OPEN_END,1586523162187,5,
3,3,0,WS_RECV_INIT_START,1586523162187,6,
3,3,0,WS_RECV_INIT_END,1586523162192,6,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1586523162192,7,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1586523162673,7,
3,3,0,WS_SEND_START,1586523162673,7,
3,3,0,WS_SEND_END,1586523162673,7,
3,3,0,WS_RECV_START,1586523162674,8,
3,3,0,WS_RECV_END,1586523162944,8,
3,3,0,WS_RECV_START,1586523162944,9,
3,3,0,WS_RECV_END,1586523163112,9,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1586523163112,10,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1586523164463,10,
3,3,0,WS_SEND_START,1586523164464,10,
3,3,0,WS_SEND_END,1586523164464,10,
3,3,0,WS_RECV_START,1586523164464,11,
3,3,0,WS_RECV_END,1586523164635,11,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1586523164635,12,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1586523165208,12,
3,3,0,WS_SEND_START,1586523165208,12,
3,3,0,WS_SEND_END,1586523165209,12,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1586523165209,13,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1586523165369,13,
3,3,0,WS_SEND_START,1586523165369,13,
3,3,0,WS_SEND_END,1586523165369,13,
3,3,0,WS_RECV_START,1586523165369,14,
3,3,0,WS_RECV_END,1586523165409,14,
3,3,0,WS_RECV_START,1586523165409,15,
3,3,0,WS_RECV_END,1586523165561,15,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1586523165562,16,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1586523167321,16,
3,3,0,WS_SEND_START,1586523167321,16,
3,3,0,WS_SEND_END,1586523167321,16,
3,3,0,WS_RECV_START,1586523167321,17,
3,3,0,WS_RECV_END,1586523169057,17,
3,3,0,PLAYBACK_SLEEPBEFORE_START,1586523169057,18,
3,3,0,PLAYBACK_SLEEPBEFORE_END,1586523174528,18,
3,3,0,WS_SEND_START,1586523174528,18,
3,3,0,WS_SEND_END,1586523174528,18,
