# http://localhost:2811 --workers 10 --output-dir shinylogs/run3
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":0.0,"logLevel":"WARN","outputDir":"shinylogs/run3","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
0,0,0,PLAYER_SESSION_CREATE,1588067659901,0,
0,0,0,REQ_HOME_START,1588067659902,4,
0,0,0,REQ_HOME_END,1588067660676,4,
0,0,0,WS_OPEN_START,1588067660677,5,
0,0,0,WS_OPEN_END,1588067660874,5,
0,0,0,WS_RECV_INIT_START,1588067660875,6,
0,0,0,WS_RECV_INIT_END,1588067660920,6,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067660920,7,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067661404,7,
0,0,0,WS_SEND_START,1588067661405,7,
0,0,0,WS_SEND_END,1588067661406,7,
0,0,0,WS_RECV_START,1588067661406,8,
0,0,0,WS_RECV_END,1588067662316,8,
0,0,0,WS_RECV_START,1588067662316,9,
0,0,0,WS_RECV_END,1588067663034,9,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067663035,10,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067664384,10,
0,0,0,WS_SEND_START,1588067664384,10,
0,0,0,WS_SEND_END,1588067664384,10,
0,0,0,WS_RECV_START,1588067664384,11,
0,0,0,WS_RECV_END,1588067665082,11,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067665082,12,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067665657,12,
0,0,0,WS_SEND_START,1588067665657,12,
0,0,0,WS_SEND_END,1588067665657,12,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067665658,13,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067665814,13,
0,0,0,WS_SEND_START,1588067665815,13,
0,0,0,WS_SEND_END,1588067665815,13,
0,0,0,WS_RECV_START,1588067665815,14,
0,0,0,WS_RECV_END,1588067666056,14,
0,0,0,WS_RECV_START,1588067666056,15,
0,0,0,WS_RECV_END,1588067666362,15,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067666362,16,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067668123,16,
0,0,0,WS_SEND_START,1588067668124,16,
0,0,0,WS_SEND_END,1588067668124,16,
0,0,0,WS_RECV_START,1588067668124,17,
0,0,0,WS_RECV_END,1588067668448,17,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067668448,18,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067673927,18,
0,0,0,WS_SEND_START,1588067673927,18,
0,0,0,WS_SEND_END,1588067673927,18,
0,0,0,PLAYBACK_SLEEPBEFORE_START,1588067673927,19,
0,0,0,PLAYBACK_SLEEPBEFORE_END,1588067673963,19,
