# http://localhost:2811 --workers 10 --output-dir shinylogs/run3
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":0.0,"logLevel":"WARN","outputDir":"shinylogs/run3","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
6,6,0,PLAYER_SESSION_CREATE,1588067676657,0,
6,6,0,REQ_HOME_START,1588067676657,4,
6,6,0,REQ_HOME_END,1588067698426,4,
6,6,0,WS_OPEN_START,1588067698426,5,
6,6,0,WS_OPEN_END,1588067726684,5,
6,6,0,WS_RECV_INIT_START,1588067726684,6,
6,6,0,WS_RECV_INIT_END,1588067744028,6,
6,6,0,PLAYBACK_SLEEPBEFORE_START,1588067744028,7,
6,6,0,PLAYBACK_SLEEPBEFORE_END,1588067744510,7,
6,6,0,WS_SEND_START,1588067744510,7,
6,6,0,WS_SEND_END,1588067744511,7,
6,6,0,WS_RECV_START,1588067744511,8,
6,6,0,WS_RECV_END,1588067752521,8,
6,6,0,WS_RECV_START,1588067752521,9,
6,6,0,WS_RECV_END,1588067752853,9,
6,6,0,PLAYBACK_SLEEPBEFORE_START,1588067752853,10,
6,6,0,PLAYBACK_SLEEPBEFORE_END,1588067754202,10,
6,6,0,WS_SEND_START,1588067754202,10,
6,6,0,WS_SEND_END,1588067754203,10,
6,6,0,WS_RECV_START,1588067754203,11,
6,6,0,WS_RECV_END,1588067756403,11,
6,6,0,PLAYBACK_SLEEPBEFORE_START,1588067756404,12,
6,6,0,PLAYBACK_SLEEPBEFORE_END,1588067756977,12,
6,6,0,WS_SEND_START,1588067756977,12,
6,6,0,WS_SEND_END,1588067756977,12,
6,6,0,PLAYBACK_SLEEPBEFORE_START,1588067756977,13,
6,6,0,PLAYBACK_SLEEPBEFORE_END,1588067757136,13,
6,6,0,WS_SEND_START,1588067757136,13,
6,6,0,WS_SEND_END,1588067757137,13,
6,6,0,WS_RECV_START,1588067757137,14,
6,6,0,WS_RECV_END,1588067757470,14,
6,6,0,WS_RECV_START,1588067757470,15,
6,6,0,WS_RECV_END,1588067757706,15,
6,6,0,PLAYBACK_SLEEPBEFORE_START,1588067757707,16,
