# http://localhost:2811 --workers 10 --output-dir shinylogs/run3
# {"appUrl":"http://localhost:2811","debugLog":false,"loadedDurationMinutes":0.0,"logLevel":"WARN","outputDir":"shinylogs/run3","overwriteOutput":false,"recordingPath":"shinylogs/recording.log","workers":10}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
5,5,0,PLAYER_SESSION_CREATE,1588067673856,0,
5,5,0,REQ_HOME_START,1588067673856,4,
5,5,0,REQ_HOME_END,1588067674135,4,
5,5,0,WS_OPEN_START,1588067674135,5,
5,5,0,WS_OPEN_END,1588067679777,5,
5,5,0,WS_RECV_INIT_START,1588067679777,6,
5,5,0,WS_RECV_INIT_END,1588067690134,6,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067690134,7,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067690620,7,
5,5,0,WS_SEND_START,1588067690621,7,
5,5,0,WS_SEND_END,1588067690621,7,
5,5,0,WS_RECV_START,1588067690621,8,
5,5,0,WS_RECV_END,1588067723987,8,
5,5,0,WS_RECV_START,1588067723987,9,
5,5,0,WS_RECV_END,1588067724579,9,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067724579,10,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067725932,10,
5,5,0,WS_SEND_START,1588067725932,10,
5,5,0,WS_SEND_END,1588067725932,10,
5,5,0,WS_RECV_START,1588067725932,11,
5,5,0,WS_RECV_END,1588067744025,11,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067744025,12,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067744599,12,
5,5,0,WS_SEND_START,1588067744599,12,
5,5,0,WS_SEND_END,1588067744600,12,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067744600,13,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067744757,13,
5,5,0,WS_SEND_START,1588067744757,13,
5,5,0,WS_SEND_END,1588067744758,13,
5,5,0,WS_RECV_START,1588067744758,14,
5,5,0,WS_RECV_END,1588067753122,14,
5,5,0,WS_RECV_START,1588067753122,15,
5,5,0,WS_RECV_END,1588067753380,15,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067753380,16,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067755141,16,
5,5,0,WS_SEND_START,1588067755141,16,
5,5,0,WS_SEND_END,1588067755141,16,
5,5,0,WS_RECV_START,1588067755141,17,
5,5,0,WS_RECV_END,1588067756684,17,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067756684,18,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067762157,18,
5,5,0,WS_SEND_START,1588067762157,18,
5,5,0,WS_SEND_END,1588067762157,18,
5,5,0,PLAYBACK_SLEEPBEFORE_START,1588067762157,19,
5,5,0,PLAYBACK_SLEEPBEFORE_END,1588067762193,19,
