"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.86,"190.9MiB","1.943GiB",9.59,"273kB","13.6MB","0B","0B",4,"2020-04-10 10:39:54",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.32,"196.1MiB","1.943GiB",9.85,"295kB","15.1MB","0B","0B",4,"2020-04-10 10:39:57",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.67,"196MiB","1.943GiB",9.85,"306kB","16.1MB","0B","0B",4,"2020-04-10 10:40:00",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.81,"196MiB","1.943GiB",9.85,"316kB","17.2MB","0B","0B",4,"2020-04-10 10:40:03",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.37,"196MiB","1.943GiB",9.85,"340kB","18.8MB","0B","0B",4,"2020-04-10 10:40:06",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",106.14,"198.3MiB","1.943GiB",9.96,"354kB","19.7MB","0B","0B",4,"2020-04-10 10:40:09",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.82,"201.9MiB","1.943GiB",10.15,"368kB","20.8MB","0B","0B",4,"2020-04-10 10:40:13",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.65,"208.6MiB","1.943GiB",10.48,"374kB","21.9MB","0B","0B",4,"2020-04-10 10:40:16",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.72,"208.6MiB","1.943GiB",10.48,"381kB","22.8MB","0B","0B",4,"2020-04-10 10:40:19",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.39,"209MiB","1.943GiB",10.51,"398kB","24.3MB","0B","0B",4,"2020-04-10 10:40:22",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.53,"227.6MiB","1.943GiB",11.44,"407kB","25.4MB","0B","0B",4,"2020-04-10 10:40:25",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.41,"232.5MiB","1.943GiB",11.69,"425kB","27.1MB","0B","0B",4,"2020-04-10 10:40:28",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.02,"240.8MiB","1.943GiB",12.1,"447kB","28.6MB","0B","0B",4,"2020-04-10 10:40:31",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.85,"243.4MiB","1.943GiB",12.23,"462kB","29.9MB","0B","0B",4,"2020-04-10 10:40:34",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.92,"243.3MiB","1.943GiB",12.23,"471kB","31MB","0B","0B",4,"2020-04-10 10:40:37",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.64,"249.8MiB","1.943GiB",12.56,"490kB","32.7MB","0B","0B",4,"2020-04-10 10:40:41",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",97.82,"251.3MiB","1.943GiB",12.63,"531kB","35.4MB","0B","0B",4,"2020-04-10 10:40:44",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.52,"251.4MiB","1.943GiB",12.64,"541kB","36.6MB","0B","0B",4,"2020-04-10 10:40:47",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.57,"251.4MiB","1.943GiB",12.63,"560kB","38.3MB","0B","0B",4,"2020-04-10 10:40:50",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.55,"251.3MiB","1.943GiB",12.63,"582kB","40MB","0B","0B",4,"2020-04-10 10:40:53",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.53,"251.3MiB","1.943GiB",12.63,"596kB","41.2MB","0B","0B",4,"2020-04-10 10:40:56",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",98.82,"251.4MiB","1.943GiB",12.64,"608kB","42.3MB","0B","0B",4,"2020-04-10 10:40:59",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.01,"251.4MiB","1.943GiB",12.64,"615kB","43.4MB","0B","0B",4,"2020-04-10 10:41:02",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.26,"251.4MiB","1.943GiB",12.63,"638kB","44.6MB","0B","0B",4,"2020-04-10 10:41:05",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.07,"252.5MiB","1.943GiB",12.69,"651kB","45.6MB","0B","0B",4,"2020-04-10 10:41:09",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.08,"252.5MiB","1.943GiB",12.69,"664kB","46.8MB","0B","0B",4,"2020-04-10 10:41:12",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.78,"252.6MiB","1.943GiB",12.7,"679kB","47.8MB","0B","0B",4,"2020-04-10 10:41:15",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.09,"252.5MiB","1.943GiB",12.69,"689kB","49MB","0B","0B",4,"2020-04-10 10:41:18",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.23,"252.7MiB","1.943GiB",12.7,"697kB","50MB","0B","0B",4,"2020-04-10 10:41:21",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",105.74,"252.6MiB","1.943GiB",12.7,"708kB","51MB","0B","0B",4,"2020-04-10 10:41:24",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.01,"252.7MiB","1.943GiB",12.7,"714kB","52MB","0B","0B",4,"2020-04-10 10:41:27",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.06,"252.6MiB","1.943GiB",12.69,"723kB","53.2MB","0B","0B",4,"2020-04-10 10:41:30",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.98,"252.7MiB","1.943GiB",12.7,"737kB","54.1MB","0B","0B",4,"2020-04-10 10:41:33",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.93,"252.7MiB","1.943GiB",12.7,"747kB","55.2MB","0B","0B",4,"2020-04-10 10:41:37",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.2,"252.7MiB","1.943GiB",12.7,"756kB","56.4MB","0B","0B",4,"2020-04-10 10:41:40",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",115.47,"252.8MiB","1.943GiB",12.71,"766kB","57.2MB","0B","0B",4,"2020-04-10 10:41:43",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",124.86,"252.9MiB","1.943GiB",12.71,"771kB","57.8MB","0B","0B",4,"2020-04-10 10:41:46",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.48,"257.6MiB","1.943GiB",12.94,"777kB","58.5MB","0B","0B",4,"2020-04-10 10:41:49",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.44,"257.5MiB","1.943GiB",12.94,"787kB","59.7MB","0B","0B",4,"2020-04-10 10:41:52",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",129.55,"257.6MiB","1.943GiB",12.95,"795kB","60.5MB","0B","0B",4,"2020-04-10 10:41:55",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.37,"257.6MiB","1.943GiB",12.94,"808kB","61.4MB","0B","0B",4,"2020-04-10 10:41:58",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.3,"257.4MiB","1.943GiB",12.93,"818kB","62.4MB","0B","0B",4,"2020-04-10 10:42:02",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",108.98,"257.6MiB","1.943GiB",12.94,"825kB","63.1MB","0B","0B",4,"2020-04-10 10:42:05",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.09,"257.5MiB","1.943GiB",12.94,"831kB","63.8MB","0B","0B",4,"2020-04-10 10:42:08",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.3,"257.5MiB","1.943GiB",12.94,"840kB","64.8MB","0B","0B",4,"2020-04-10 10:42:11",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.77,"257.7MiB","1.943GiB",12.95,"849kB","65.8MB","0B","0B",4,"2020-04-10 10:42:14",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",112.99,"257.7MiB","1.943GiB",12.95,"855kB","66.6MB","0B","0B",4,"2020-04-10 10:42:17",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",104.92,"257.8MiB","1.943GiB",12.95,"864kB","67.7MB","0B","0B",4,"2020-04-10 10:42:21",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.66,"257.7MiB","1.943GiB",12.95,"872kB","68.7MB","0B","0B",4,"2020-04-10 10:42:24",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",123.98,"257.6MiB","1.943GiB",12.95,"879kB","69.4MB","0B","0B",4,"2020-04-10 10:42:27",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",104.44,"257.7MiB","1.943GiB",12.95,"887kB","70.4MB","0B","0B",4,"2020-04-10 10:42:30",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.52,"257.6MiB","1.943GiB",12.94,"898kB","71.4MB","0B","0B",4,"2020-04-10 10:42:33",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.91,"257.7MiB","1.943GiB",12.95,"911kB","72.5MB","0B","0B",4,"2020-04-10 10:42:36",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.21,"257.7MiB","1.943GiB",12.95,"918kB","73.4MB","0B","0B",4,"2020-04-10 10:42:39",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.6,"257.8MiB","1.943GiB",12.96,"931kB","74.5MB","0B","0B",4,"2020-04-10 10:42:42",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.71,"257.8MiB","1.943GiB",12.95,"942kB","75.4MB","0B","0B",4,"2020-04-10 10:42:46",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.5,"257.7MiB","1.943GiB",12.95,"949kB","76.4MB","0B","0B",4,"2020-04-10 10:42:49",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",98.24,"258.2MiB","1.943GiB",12.98,"958kB","77.5MB","0B","0B",4,"2020-04-10 10:42:52",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",105.86,"258.2MiB","1.943GiB",12.97,"966kB","78.5MB","0B","0B",4,"2020-04-10 10:42:55",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.43,"258.2MiB","1.943GiB",12.98,"974kB","79.6MB","0B","0B",4,"2020-04-10 10:42:58",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.47,"258.2MiB","1.943GiB",12.98,"984kB","80.8MB","0B","0B",4,"2020-04-10 10:43:01",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.82,"258.2MiB","1.943GiB",12.97,"993kB","81.9MB","0B","0B",4,"2020-04-10 10:43:04",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.58,"258.2MiB","1.943GiB",12.98,"1MB","83.1MB","0B","0B",4,"2020-04-10 10:43:07",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.46,"258.2MiB","1.943GiB",12.97,"1.02MB","84.3MB","0B","0B",4,"2020-04-10 10:43:10",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.64,"258.2MiB","1.943GiB",12.97,"1.02MB","85.1MB","0B","0B",4,"2020-04-10 10:43:14",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",105.17,"258.3MiB","1.943GiB",12.98,"1.03MB","86MB","0B","0B",4,"2020-04-10 10:43:17",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",104.07,"258.2MiB","1.943GiB",12.98,"1.04MB","87.2MB","0B","0B",4,"2020-04-10 10:43:20",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",108.99,"258.3MiB","1.943GiB",12.98,"1.05MB","88.3MB","0B","0B",4,"2020-04-10 10:43:23",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.32,"258.4MiB","1.943GiB",12.99,"1.06MB","89MB","0B","0B",4,"2020-04-10 10:43:26",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",108.13,"258.3MiB","1.943GiB",12.98,"1.07MB","89.9MB","0B","0B",4,"2020-04-10 10:43:29",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",106.35,"258.4MiB","1.943GiB",12.99,"1.08MB","91MB","0B","0B",4,"2020-04-10 10:43:32",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.89,"258.3MiB","1.943GiB",12.98,"1.09MB","92.1MB","0B","0B",4,"2020-04-10 10:43:36",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",106.82,"258.3MiB","1.943GiB",12.98,"1.1MB","92.9MB","0B","0B",4,"2020-04-10 10:43:39",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",118.73,"258.2MiB","1.943GiB",12.98,"1.1MB","93.6MB","0B","0B",4,"2020-04-10 10:43:42",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",98.95,"258.3MiB","1.943GiB",12.98,"1.11MB","94.8MB","0B","0B",4,"2020-04-10 10:43:45",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.38,"258.3MiB","1.943GiB",12.98,"1.12MB","95.8MB","0B","0B",4,"2020-04-10 10:43:48",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.23,"258.3MiB","1.943GiB",12.98,"1.13MB","96.8MB","0B","0B",4,"2020-04-10 10:43:51",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.09,"258.4MiB","1.943GiB",12.99,"1.15MB","97.7MB","0B","0B",4,"2020-04-10 10:43:54",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.97,"258.3MiB","1.943GiB",12.98,"1.16MB","98.9MB","0B","0B",4,"2020-04-10 10:43:57",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.96,"258.3MiB","1.943GiB",12.98,"1.17MB","99.7MB","0B","0B",4,"2020-04-10 10:44:00",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",113.47,"258.2MiB","1.943GiB",12.98,"1.18MB","101MB","0B","0B",4,"2020-04-10 10:44:04",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",133.79,"258.2MiB","1.943GiB",12.97,"1.18MB","101MB","0B","0B",4,"2020-04-10 10:44:07",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.36,"258.3MiB","1.943GiB",12.98,"1.19MB","102MB","0B","0B",4,"2020-04-10 10:44:10",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.14,"258.3MiB","1.943GiB",12.98,"1.2MB","103MB","0B","0B",4,"2020-04-10 10:44:13",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.56,"258.3MiB","1.943GiB",12.98,"1.21MB","105MB","0B","0B",4,"2020-04-10 10:44:16",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",104.2,"258.3MiB","1.943GiB",12.98,"1.22MB","106MB","0B","0B",4,"2020-04-10 10:44:19",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.14,"258.2MiB","1.943GiB",12.98,"1.23MB","107MB","0B","0B",4,"2020-04-10 10:44:22",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.56,"258.3MiB","1.943GiB",12.98,"1.24MB","108MB","0B","0B",4,"2020-04-10 10:44:25",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",108.04,"258.3MiB","1.943GiB",12.98,"1.25MB","109MB","0B","0B",4,"2020-04-10 10:44:29",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.07,"258.2MiB","1.943GiB",12.98,"1.25MB","110MB","0B","0B",4,"2020-04-10 10:44:32",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.39,"258.3MiB","1.943GiB",12.98,"1.26MB","111MB","0B","0B",4,"2020-04-10 10:44:35",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.1,"258.3MiB","1.943GiB",12.98,"1.27MB","112MB","0B","0B",4,"2020-04-10 10:44:38",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",104.18,"258.3MiB","1.943GiB",12.98,"1.28MB","113MB","0B","0B",4,"2020-04-10 10:44:41",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.55,"258.3MiB","1.943GiB",12.98,"1.28MB","114MB","0B","0B",4,"2020-04-10 10:44:44",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.3,"258.3MiB","1.943GiB",12.98,"1.29MB","116MB","0B","0B",4,"2020-04-10 10:44:47",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.03,"258.3MiB","1.943GiB",12.98,"1.3MB","117MB","0B","0B",4,"2020-04-10 10:44:50",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.55,"258.3MiB","1.943GiB",12.98,"1.31MB","118MB","0B","0B",4,"2020-04-10 10:44:53",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.8,"258.2MiB","1.943GiB",12.98,"1.32MB","118MB","0B","0B",4,"2020-04-10 10:44:57",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.74,"258.2MiB","1.943GiB",12.98,"1.33MB","120MB","0B","0B",4,"2020-04-10 10:45:00",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.27,"258.3MiB","1.943GiB",12.98,"1.34MB","121MB","0B","0B",4,"2020-04-10 10:45:03",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",103.47,"258.4MiB","1.943GiB",12.99,"1.35MB","122MB","0B","0B",4,"2020-04-10 10:45:06",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.77,"258.4MiB","1.943GiB",12.98,"1.35MB","123MB","0B","0B",4,"2020-04-10 10:45:09",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",106.11,"258.3MiB","1.943GiB",12.98,"1.36MB","123MB","0B","0B",4,"2020-04-10 10:45:12",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.22,"258.1MiB","1.943GiB",12.97,"1.37MB","124MB","0B","0B",4,"2020-04-10 10:45:15",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.37,"258.1MiB","1.943GiB",12.97,"1.37MB","125MB","0B","0B",4,"2020-04-10 10:45:18",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.89,"258.1MiB","1.943GiB",12.97,"1.38MB","126MB","0B","0B",4,"2020-04-10 10:45:21",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",102.36,"258.2MiB","1.943GiB",12.98,"1.39MB","127MB","0B","0B",4,"2020-04-10 10:45:25",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.47,"258.2MiB","1.943GiB",12.97,"1.4MB","128MB","0B","0B",4,"2020-04-10 10:45:28",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",98.31,"258.3MiB","1.943GiB",12.98,"1.4MB","129MB","0B","0B",4,"2020-04-10 10:45:31",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.82,"258.4MiB","1.943GiB",12.99,"1.41MB","130MB","0B","0B",4,"2020-04-10 10:45:34",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",100.57,"258.3MiB","1.943GiB",12.98,"1.42MB","131MB","0B","0B",4,"2020-04-10 10:45:37",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",106.88,"258.1MiB","1.943GiB",12.97,"1.42MB","132MB","0B","0B",4,"2020-04-10 10:45:40",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",106.04,"258.2MiB","1.943GiB",12.97,"1.43MB","133MB","0B","0B",4,"2020-04-10 10:45:43",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.88,"258.1MiB","1.943GiB",12.97,"1.44MB","134MB","0B","0B",4,"2020-04-10 10:45:46",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",99.6,"258.1MiB","1.943GiB",12.97,"1.44MB","135MB","0B","0B",4,"2020-04-10 10:45:49",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",101.11,"258.2MiB","1.943GiB",12.98,"1.46MB","137MB","0B","0B",4,"2020-04-10 10:45:53",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",109.94,"258.1MiB","1.943GiB",12.97,"1.47MB","137MB","0B","0B",4,"2020-04-10 10:45:56",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",13.16,"258.2MiB","1.943GiB",12.98,"1.47MB","138MB","0B","0B",4,"2020-04-10 10:45:59",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",8.99,"258.1MiB","1.943GiB",12.97,"1.48MB","138MB","0B","0B",4,"2020-04-10 10:46:02",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",17.1,"258.1MiB","1.943GiB",12.97,"1.48MB","138MB","0B","0B",4,"2020-04-10 10:46:05",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",0.23,"258.1MiB","1.943GiB",12.97,"1.48MB","138MB","0B","0B",4,"2020-04-10 10:46:08",""
"hexmake","hexmake","b5d337941e310cbf4708b95a9cc755600417745d5258596100d2979e198f6807",0.26,"258.1MiB","1.943GiB",12.97,"1.48MB","138MB","0B","0B",4,"2020-04-10 10:46:11",""
